,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","Andrew M. Cuomo (Fight and Deliver)","4,194",,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","Jim Walden (Integrity)",10,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","ADRIENNE ADAMS (Write-In)",1,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","ANDREW YUNG (Write-In)",1,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","ANNA BESSENDORF (Write-In)",2,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","AUSTIN DYLAN (Write-In)",1,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","BEJAMIN ROBERT ROSENTHAL (Write-In)",1,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","BRAD LANDER (Write-In)",6,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","CAROLYN PARRISH (Write-In)",1,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","CHRISTOPHER R. PECKYNO (Write-In)",1,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","JAMES M. KERNAN (Write-In)",1,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","JAMIE DIMON (Write-In)",1,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","JESSICA TISCH (Write-In)",3,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","JOE MOGLIA (Write-In)",1,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","JOHN LEEDS (Write-In)",1,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","JUMAANE D. WILLIAMS (Write-In)",1,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","KATHRYN GARCIA (Write-In)",1,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","LACEY DAVID SHARPE (Write-In)",1,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","LUCY LANG (Write-In)",1,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","MATT ARDEN (Write-In)",1,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","MICHAEL BLOOMBERG (Write-In)",2,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","NICK FUENTES (Write-In)",1,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","SCOTT STRINGER (Write-In)",1,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","UNATTRIBUTABLE WRITE-IN (Write-In)",11,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","UNCOUNTED WRITE-IN PER STATUTE (Write-In)",3,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 61","ZELLNOR MYRIE (Write-In)",1,,,,,,,"Total Votes","7,655","Unrecorded",42,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 65","Public Counter","34,722","Total Ballots","38,335","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","38,335",,,"Unrecorded",361,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 65","Manually Counted Emergency",0,"Total Ballots","38,335","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","38,335",,,"Unrecorded",361,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 65","Absentee / Military","2,539","Total Ballots","38,335","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","38,335",,,"Unrecorded",361,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 65","Affidavit","1,074","Total Ballots","38,335","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","38,335",,,"Unrecorded",361,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 65","Zohran Kwame Mamdani (Democratic)","18,173",,,,,,,"Total Votes","37,974","Unrecorded",361,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 65","Curtis A. Sliwa (Republican)","1,807",,,,,,,"Total Votes","37,974","Unrecorded",361,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 65","Irene Estrada (Conservative)",57,,,,,,,"Total Votes","37,974","Unrecorded",361,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 65","Zohran Kwame Mamdani (Working Families)","3,288",,,,,,,"Total Votes","37,974","Unrecorded",361,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 65","Curtis A. Sliwa (Protect Animals)",170,,,,,,,"Total Votes","37,974","Unrecorded",361,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 65","Eric L. Adams (Safe&Affordable/EndAntiSemitism)",83,,,,,,,"Total Votes","37,974","Unrecorded",361,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 65","Joseph Hernandez (Quality of Life)",37,,,,,,,"Total Votes","37,974","Unrecorded",361,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 65","Andrew M. Cuomo (Fight and Deliver)","14,177",,,,,,,"Total Votes","37,974","Unrecorded",361,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 65","Jim Walden (Integrity)",46,,,,,,,"Total Votes","37,974","Unrecorded",361,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 65","ABBEY LAUREL SMITH (Write-In)",1,,,,,,,"Total Votes","37,974","Unrecorded",361,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election 2025 - 11/04/2025


New York County
 - 
All Parties and Independent Bodies




Mayor


Citywide


Vote for 1","Assembly District 65","ADRIENNE ADAMS (Write-In)",1,,,,,,,"Total Votes","37,974","Unrecorded",361,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, December 2, 2025.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
