ELECTION,SPENDERID,SPENDER_NAME,C_CODE,STRNO,STRNAME,APARTMENT,CITY,STATE,ZIP,FILING,COMMUNICATION_ID,COMMUNICATION_NAME,COMM_DATE,COMM_PURPOSECD,COMM_PURPOSE,COMM_AMNT,CANDID,CANDNAME,OFFICECD,OFFICE_BORO_DISTRICT,ALLOCATION,POSITION,MEDIA_TYPE
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,28,6820,$25 FB Ad v5,2025-07-16,INTAD,Internet - Display/Banner,134,2899,"Mamdani, Zohran K",1,,133.7,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,28,6821,$25 FB Ad v6,2025-07-16,INTAD,Internet - Display/Banner,202,2899,"Mamdani, Zohran K",1,,201.97,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,34,6926,$25 FB Ad v7,2025-09-01,INTAD,Internet - Display/Banner,1262,2899,"Mamdani, Zohran K",1,,1262.27,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,34,6927,$25 FB Ad v8,2025-09-01,INTAD,Internet - Display/Banner,2637,2899,"Mamdani, Zohran K",1,,2636.78,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,41,7176,10/14 FB Ads,2025-10-14,INTAD,Internet - Display/Banner,805,2899,"Mamdani, Zohran K",1,,804.69,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,42,7269,10/20 FB Ads,2025-10-20,INTAD,Internet - Display/Banner,115,2899,"Mamdani, Zohran K",1,,114.97,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,42,7270,10/21 FB Ad,2025-10-21,INTAD,Internet - Display/Banner,156,2899,"Mamdani, Zohran K",1,,156.02,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,42,7271,10/24 FB Ads,2025-10-24,INTAD,Internet - Display/Banner,371,2899,"Mamdani, Zohran K",1,,371.15,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,42,7280,10/25 FB Ads,2025-10-25,INTAD,Internet - Display/Banner,533,2899,"Mamdani, Zohran K",1,,532.68,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,42,7289,10/26 FB Ads,2025-10-26,INTAD,Internet - Display/Banner,435,2899,"Mamdani, Zohran K",1,,434.84,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,GD,7321,10/27 FB Ads,2025-10-27,INTAD,Internet - Display/Banner,357,2899,"Mamdani, Zohran K",1,,357.25,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,GD,7345,10/28 FB Ads,2025-10-28,INTAD,Internet - Display/Banner,239,2899,"Mamdani, Zohran K",1,,238.8,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,GD,7379,10/30 FB Ads,2025-10-30,INTAD,Internet - Display/Banner,478,2899,"Mamdani, Zohran K",1,,478.21,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,GD,7425,10/31 FB Ads,2025-10-31,INTAD,Internet - Display/Banner,430,2899,"Mamdani, Zohran K",1,,430.04,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,40,7094,10/6 FB Ads,2025-10-06,INTAD,Internet - Display/Banner,770,2899,"Mamdani, Zohran K",1,,770.17,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,43,7502,11/3 FB Ads,2025-11-03,INTAD,Internet - Display/Banner,482,2899,"Mamdani, Zohran K",1,,481.65,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,36,6945,41-52 FB Ad,2025-09-09,INTAD,Internet - Display/Banner,4208,2899,"Mamdani, Zohran K",1,,4207.59,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,36,6946,41-52 FB Ad v2,2025-09-09,INTAD,Internet - Display/Banner,3596,2899,"Mamdani, Zohran K",1,,3595.54,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,22,5525,5/27-6/1 FB Ads,2025-05-27,INTAD,Internet - Display/Banner,900,2993,"Cuomo, Andrew M",1,,449.76,Oppose,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,22,5525,5/27-6/1 FB Ads,2025-05-27,INTAD,Internet - Display/Banner,900,2899,"Mamdani, Zohran K",1,,449.75,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,PD,5879,6/10 FB Ads & Email,2025-06-10,INTAD,Internet - Display/Banner,223,2899,"Mamdani, Zohran K",1,,222.59,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,PD,6082,6/13 FB Ads,2025-06-13,INTAD,Internet - Display/Banner,517,2899,"Mamdani, Zohran K",1,,516.69,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,28,6822,7/16-7/18 FB Ads,2025-07-16,INTAD,Internet - Display/Banner,312,2899,"Mamdani, Zohran K",1,,311.85,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,28,6842,7/18 FB Ads,2025-07-18,INTAD,Internet - Display/Banner,130,2899,"Mamdani, Zohran K",1,,130.26,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,30,6838,7/28 Facebook Ads,2025-07-28,INTAD,Internet - Display/Banner,429,2899,"Mamdani, Zohran K",1,,428.51,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,27,6804,7/9 FB Ads,2025-07-09,INTAD,Internet - Display/Banner,473,2899,"Mamdani, Zohran K",1,,473.33,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,32,6909,8/12 FB Ads & Email,2025-08-12,INTAD,Internet - Display/Banner,118,2899,"Mamdani, Zohran K",1,,117.72,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,33,6910,8/18-8/22 FB Ads,2025-08-18,INTAD,Internet - Display/Banner,392,2899,"Mamdani, Zohran K",1,,392.09,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,31,6846,8/4 FB Ads,2025-08-04,INTAD,Internet - Display/Banner,138,2899,"Mamdani, Zohran K",1,,138.16,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,31,6908,8/4-8/8 FB Ads & Emails,2025-08-04,INTAD,Internet - Display/Banner,199,2899,"Mamdani, Zohran K",1,,198.74,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,34,6929,9/1 FB Ads part 1,2025-09-01,INTAD,Internet - Display/Banner,190,2899,"Mamdani, Zohran K",1,,190.22,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,34,6930,9/1 FB Ads part 2,2025-09-01,INTAD,Internet - Display/Banner,454,2899,"Mamdani, Zohran K",1,,454.05,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,37,6967,9/15 FB & Search Ads,2025-09-15,INTAD,Internet - Display/Banner,450,2899,"Mamdani, Zohran K",1,,449.74,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,38,6991,9/22 FB & Search Ads,2025-09-22,INTAD,Internet - Display/Banner,211,2899,"Mamdani, Zohran K",1,,211.16,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,39,7020,9/29 Facebook Ads,2025-09-29,INTAD,Internet - Display/Banner,603,2899,"Mamdani, Zohran K",1,,602.74,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,36,6947,9/8 FB Ads,2025-09-08,INTAD,Internet - Display/Banner,385,2899,"Mamdani, Zohran K",1,,384.85,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,40,7082,A Few Weeks Left FB Ad,2025-10-06,INTAD,Internet - Display/Banner,279,2899,"Mamdani, Zohran K",1,,279.21,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,41,7163,A Few Weeks Left FB Ad v2,2025-10-14,INTAD,Internet - Display/Banner,961,2899,"Mamdani, Zohran K",1,,960.63,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,41,7101,A001,2025-10-16,INTAD,Internet - Display/Banner,10488,2899,"Mamdani, Zohran K",1,,10487.5,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,41,7102,A002,2025-10-16,INTAD,Internet - Display/Banner,10488,2899,"Mamdani, Zohran K",1,,10487.5,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,41,7103,A003,2025-10-16,INTAD,Internet - Display/Banner,10488,2899,"Mamdani, Zohran K",1,,10487.5,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,41,7104,A004,2025-10-16,INTAD,Internet - Display/Banner,10488,2899,"Mamdani, Zohran K",1,,10487.5,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,41,7105,A005,2025-10-16,INTAD,Internet - Display/Banner,10488,2899,"Mamdani, Zohran K",1,,10487.5,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,41,7106,A006,2025-10-16,INTAD,Internet - Display/Banner,10488,2899,"Mamdani, Zohran K",1,,10487.5,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,PD,6078,Ad on the Airwaves FB Ad,2025-06-13,INTAD,Internet - Display/Banner,141,2899,"Mamdani, Zohran K",1,,140.66,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,PD,6079,Ad on the Airwaves FB Ad v2,2025-06-13,INTAD,Internet - Display/Banner,126,2899,"Mamdani, Zohran K",1,,125.98,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,27,6801,Adams Billionaires FB Ad,2025-07-09,INTAD,Internet - Display/Banner,63,2899,"Mamdani, Zohran K",1,,63.37,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,39,7010,Adams Quit NYC FB Ad,2025-09-29,INTAD,Internet - Display/Banner,151,2899,"Mamdani, Zohran K",1,,150.91,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,39,7011,Adams Quit NYC FB Ad v2,2025-09-29,INTAD,Internet - Display/Banner,433,2899,"Mamdani, Zohran K",1,,433.12,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,PD,6436,ADC Billboard Cuomo,2025-06-19,BILLBD,Billboard,2500,2993,"Cuomo, Andrew M",1,,2500.0,Oppose,billboard
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,PD,6435,ADC Billboard Zohran,2025-06-19,BILLBD,Billboard,2500,2899,"Mamdani, Zohran K",1,,2500.0,Support,billboard
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,PD,6080,American Name FB Ad,2025-06-13,INTAD,Internet - Display/Banner,282,2899,"Mamdani, Zohran K",1,,282.32,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,PD,6315,AOC Banner Ads,2025-06-17,INTAD,Internet - Display/Banner,13000,2899,"Mamdani, Zohran K",1,,13000.0,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,23,5708,AOC Just Endorsed FB Ad,2025-06-06,INTAD,Internet - Display/Banner,876,2899,"Mamdani, Zohran K",1,,876.09,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,23,5709,AOC Just Endorsed FB Ad v2,2025-06-06,INTAD,Internet - Display/Banner,175,2899,"Mamdani, Zohran K",1,,174.52,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,PD,6384,Bernie Endorsement FB Ad,2025-06-18,INTAD,Internet - Display/Banner,213,2899,"Mamdani, Zohran K",1,,212.99,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,27,6802,Bill Ackman FB Ad,2025-07-09,INTAD,Internet - Display/Banner,214,2899,"Mamdani, Zohran K",1,,214.26,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,20,5305,Billionaire Buddies Facebook Ad,2025-05-15,INTAD,Internet - Display/Banner,200,2899,"Mamdani, Zohran K",1,,200.26,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,22,5519,Block Cuomo FB Ad,2025-05-27,INTAD,Internet - Display/Banner,202,2993,"Cuomo, Andrew M",1,,101.22,Oppose,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,22,5519,Block Cuomo FB Ad,2025-05-27,INTAD,Internet - Display/Banner,202,2899,"Mamdani, Zohran K",1,,101.22,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,32,6881,Board is Rigged FB Ad,2025-08-12,INTAD,Internet - Display/Banner,269,2899,"Mamdani, Zohran K",1,,268.8,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,31,6879,Breaking News Hearts FB Ad,2025-08-07,INTAD,Internet - Display/Banner,109,2899,"Mamdani, Zohran K",1,,108.78,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,GD,7343,Bus Screen FB Ad,2025-10-28,INTAD,Internet - Display/Banner,561,2899,"Mamdani, Zohran K",1,,561.3,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,37,6963,CBS News FB Ad,2025-09-15,INTAD,Internet - Display/Banner,1423,2899,"Mamdani, Zohran K",1,,1422.87,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,29,6832,Cuomo Relaunches FB Ad,2025-07-21,INTAD,Internet - Display/Banner,134,2993,"Cuomo, Andrew M",1,,66.99,Oppose,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,29,6832,Cuomo Relaunches FB Ad,2025-07-21,INTAD,Internet - Display/Banner,134,2899,"Mamdani, Zohran K",1,,67.0,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,42,7251,Cuomo Surges FB Ad,2025-10-22,INTAD,Internet - Display/Banner,506,2899,"Mamdani, Zohran K",1,,505.97,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,33,6882,Cuomo to Florida FB Ad,2025-08-22,INTAD,Internet - Display/Banner,583,2899,"Mamdani, Zohran K",1,,583.11,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,33,6883,Cuomo Wants a Vacation FB Ad,2025-08-22,INTAD,Internet - Display/Banner,105,2899,"Mamdani, Zohran K",1,,105.31,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,34,6923,Cuomo's AI Bot FB Ad,2025-09-01,INTAD,Internet - Display/Banner,104,2899,"Mamdani, Zohran K",1,,103.56,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,GD,7453,Cuomo's Covid Corruption Video,2025-10-31,TVADS,Video (TV/Cable),165000,2993,"Cuomo, Andrew M",1,,165000.0,Oppose,television
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,31,6871,Cuomo's Resurgence FB Ad,2025-08-04,INTAD,Internet - Display/Banner,4456,2899,"Mamdani, Zohran K",1,,4455.68,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,41,7107,Day in the Life Video,2025-10-14,INTVID,Video (Internet),121602,2899,"Mamdani, Zohran K",1,,121602.3,Support,digital_video
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,41,7108,Day in the Life Video - Spanish,2025-10-16,INTVID,Video (Internet),17500,2899,"Mamdani, Zohran K",1,,17500.0,Support,digital_video
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,GD,7380,Day in the Life Video - Spanish (TV),2025-10-30,TVADS,Video (TV/Cable),98217,2899,"Mamdani, Zohran K",1,,98216.82,Support,television
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,39,7009,Defeat DT's Donors Search Ad,2025-09-29,INTAD,Internet - Display/Banner,6972,2899,"Mamdani, Zohran K",1,,6971.68,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,40,7068,Democratic Leaders Video,2025-10-09,INTVID,Video (Internet),114102,2899,"Mamdani, Zohran K",1,,114102.3,Support,digital_video
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,41,7109,Don't Get Pushed Out Video,2025-10-14,INTVID,Video (Internet),124202,2899,"Mamdani, Zohran K",1,,124202.29,Support,digital_video
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,27,6800,DT Threatens FB Ad,2025-07-09,INTAD,Internet - Display/Banner,184,2899,"Mamdani, Zohran K",1,,183.79,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,GD,7344,Early Vote Fund FB Ad,2025-10-28,INTAD,Internet - Display/Banner,358,2899,"Mamdani, Zohran K",1,,357.84,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,34,6924,End of Summer Drop FB Ad,2025-09-01,INTAD,Internet - Display/Banner,245,2899,"Mamdani, Zohran K",1,,244.81,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,27,6798,Fascism FB Ad,2025-07-09,INTAD,Internet - Display/Banner,467,2899,"Mamdani, Zohran K",1,,467.39,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,27,6799,Fascism FB Ad v2,2025-07-09,INTAD,Internet - Display/Banner,151,2899,"Mamdani, Zohran K",1,,150.52,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,41,7166,Fate of Zohran FB Ad,2025-10-14,INTAD,Internet - Display/Banner,741,2899,"Mamdani, Zohran K",1,,740.91,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,39,7012,Final Stretch FB Ad,2025-10-01,INTAD,Internet - Display/Banner,6441,2899,"Mamdani, Zohran K",1,,6441.31,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,39,7013,Final Stretch FB Ad v2,2025-10-01,INTAD,Internet - Display/Banner,2846,2899,"Mamdani, Zohran K",1,,2845.76,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,GD,7354,Gothamist FB Ad,2025-10-29,INTAD,Internet - Display/Banner,405,2899,"Mamdani, Zohran K",1,,405.14,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,42,7265,GOTV - Early Vote Video,2025-10-20,INTVID,Video (Internet),140527,2899,"Mamdani, Zohran K",1,,140527.27,Support,digital_video
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,PD,6499,GOTV Video,2025-06-21,INTVID,Video (Internet),150000,2899,"Mamdani, Zohran K",1,,150000.0,Support,digital_video
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,31,6872,Hell Gate FB Ad,2025-08-04,INTAD,Internet - Display/Banner,186,2899,"Mamdani, Zohran K",1,,186.41,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,31,6874,Hell Gate FB Ad v2,2025-08-04,INTAD,Internet - Display/Banner,547,2899,"Mamdani, Zohran K",1,,546.63,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,33,6885,Help Zohran Win FB Ad,2025-08-22,INTAD,Internet - Display/Banner,4583,2899,"Mamdani, Zohran K",1,,4583.39,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,33,6886,Help Zohran Win FB Ad v2,2025-08-22,INTAD,Internet - Display/Banner,3697,2899,"Mamdani, Zohran K",1,,3697.16,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,34,6928,Help Zohran Win FB Ad v3,2025-09-01,INTAD,Internet - Display/Banner,3707,2899,"Mamdani, Zohran K",1,,3707.37,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,28,6813,Huge Impact FB Ad,2025-07-16,INTAD,Internet - Display/Banner,398,2993,"Cuomo, Andrew M",1,,198.93,Oppose,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,28,6813,Huge Impact FB Ad,2025-07-16,INTAD,Internet - Display/Banner,398,2899,"Mamdani, Zohran K",1,,198.94,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,40,7086,Keep Us Ahead FB Ad,2025-10-07,INTAD,Internet - Display/Banner,116,2899,"Mamdani, Zohran K",1,,115.84,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,42,7252,Keep Us Ahead FB Ad v2,2025-10-22,INTAD,Internet - Display/Banner,4277,2899,"Mamdani, Zohran K",1,,4276.67,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,18,5256,Last Chance Facebook,2025-04-30,INTAD,Internet - Display/Banner,134,2899,"Mamdani, Zohran K",1,,134.41,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,42,7277,Last Chance FB Ad,2025-10-25,INTAD,Internet - Display/Banner,3200,2899,"Mamdani, Zohran K",1,,3199.97,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,42,7278,Last Chance FB Ad v2,2025-10-25,INTAD,Internet - Display/Banner,4851,2899,"Mamdani, Zohran K",1,,4851.14,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,42,7279,Last Chance FB Ad v3,2025-10-25,INTAD,Internet - Display/Banner,7180,2899,"Mamdani, Zohran K",1,,7179.58,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,PD,6677,Last Minute Fund FB Ad,2025-06-20,INTAD,Internet - Display/Banner,6933,2899,"Mamdani, Zohran K",1,,6933.14,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,41,7164,Last Minute Fund FB Ad,2025-10-14,INTAD,Internet - Display/Banner,25430,2899,"Mamdani, Zohran K",1,,25430.23,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,PD,6679,Last Minute Fund FB Ad v2,2025-06-20,INTAD,Internet - Display/Banner,3845,2899,"Mamdani, Zohran K",1,,3845.39,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,41,7165,Last Minute Fund FB Ad v2,2025-10-14,INTAD,Internet - Display/Banner,17708,2899,"Mamdani, Zohran K",1,,17708.43,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,PD,6681,Last Minute Fund FB Ad v3,2025-06-20,INTAD,Internet - Display/Banner,3722,2899,"Mamdani, Zohran K",1,,3721.77,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,20,5306,Leading in People Power Facebook,2025-05-16,INTAD,Internet - Display/Banner,288,2899,"Mamdani, Zohran K",1,,288.36,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,27,6803,Less Than $100k FB Ad,2025-07-09,INTAD,Internet - Display/Banner,174,2899,"Mamdani, Zohran K",1,,173.57,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,42,7266,Mailer Display Ads 1,2025-10-21,INTAD,Internet - Display/Banner,6992,2899,"Mamdani, Zohran K",1,,6991.67,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,42,7267,Mailer Display Ads 2,2025-10-21,INTAD,Internet - Display/Banner,6992,2899,"Mamdani, Zohran K",1,,6991.67,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,42,7268,Mailer Display Ads 3,2025-10-21,INTAD,Internet - Display/Banner,6992,2899,"Mamdani, Zohran K",1,,6991.66,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,31,6875,Merch Store is Live FB Ad,2025-08-07,INTAD,Internet - Display/Banner,1768,2899,"Mamdani, Zohran K",1,,1767.53,Support,digital_display
